churn,number_vmail_messages,total_day_calls,total_eve_minutes,total_eve_charge,total_intl_minutes,number_customer_service_calls
no,0,115,191.8,16.3,13.4,2
no,0,79,221.5,18.83,15.0,1
no,0,76,216.7,18.42,13.9,1
no,0,73,171.9,14.61,7.3,1
no,0,107,262.4,22.3,10.1,1
no,24,98,207.2,17.61,5.9,0
yes,0,83,229.7,19.52,11.0,3
no,33,139,268.3,22.81,9.7,3
no,0,92,244.9,20.82,8.8,1
no,0,121,249.5,21.21,10.5,1
no,0,67,208.0,17.68,12.8,2
no,0,84,238.7,20.29,12.5,2
yes,0,141,223.6,19.01,12.9,2
no,0,108,167.4,14.23,14.7,3
no,0,109,217.5,18.49,8.0,1
no,27,115,163.7,13.91,0.0,1
no,22,114,146.0,12.41,8.8,1
no,0,115,126.5,10.75,10.0,2
no,0,97,164.5,13.98,10.6,2
no,43,85,222.3,18.9,8.3,2
yes,0,140,238.2,20.25,10.0,4
no,0,122,182.5,15.51,5.1,1
no,31,71,203.4,17.29,7.7,3
no,27,109,224.7,19.1,13.2,1
no,0,117,115.2,9.79,11.8,0
yes,42,119,135.0,11.48,10.9,4
no,0,105,286.1,24.32,4.9,1
no,0,128,187.0,15.9,0.0,0
yes,22,119,223.6,19.01,13.9,1
no,0,133,215.3,18.3,9.1,0
no,0,88,170.0,14.45,11.7,1
no,0,77,205.1,17.43,9.0,1
no,33,84,165.8,14.09,11.3,1
no,0,70,239.3,20.34,12.3,1
no,0,95,149.2,12.68,11.0,2
no,21,94,228.3,19.41,7.1,1
yes,0,113,202.2,17.19,10.4,0
no,0,78,210.8,17.92,7.8,1
no,26,88,155.7,13.23,11.5,2
yes,0,114,198.6,16.88,13.8,4
no,22,127,238.8,20.3,11.5,2
no,29,131,203.9,17.33,8.1,1
no,0,109,234.0,19.89,17.8,4
no,0,87,165.7,14.08,13.3,1
no,0,112,225.7,19.18,12.0,4
no,0,91,92.0,7.82,13.6,2
no,0,94,283.3,24.08,6.9,2
no,0,130,144.4,12.27,14.2,2
no,0,128,143.7,12.21,10.0,1
no,0,81,233.7,19.86,9.1,1
no,18,106,114.5,9.73,6.5,0
no,29,111,219.1,18.62,12.3,0
no,0,90,188.5,16.02,7.8,1
yes,0,101,196.4,16.69,9.7,4
no,0,118,85.0,7.23,13.2,3
yes,0,105,265.5,22.57,11.5,4
yes,0,126,249.3,21.19,13.6,5
no,0,114,197.7,16.8,11.6,1
no,0,99,116.9,9.94,9.3,2
no,0,128,284.8,24.21,14.9,1
no,0,98,189.7,16.12,11.8,2
no,36,77,215.5,18.32,9.9,2
no,0,57,153.4,13.04,9.6,3
no,0,109,288.8,24.55,14.1,2
no,0,105,159.6,13.57,5.0,2
no,25,113,265.9,22.6,13.7,0
no,0,86,244.8,20.81,9.5,0
no,29,95,237.3,20.17,13.7,1
no,0,123,126.4,10.74,15.7,1
no,0,78,124.0,10.54,7.7,2
no,0,85,141.6,12.04,6.9,1
no,32,124,214.3,18.22,12.9,1
no,0,117,126.8,10.78,9.9,2
no,43,100,147.3,12.52,11.9,0
no,0,109,197.6,16.8,10.5,1
no,0,86,156.0,13.26,10.6,1
no,0,93,189.2,16.08,7.4,1
no,22,66,232.6,19.77,14.3,1
no,0,124,228.0,19.38,11.7,1
no,25,105,240.5,20.44,13.9,4
no,0,121,208.1,17.69,7.1,1
no,0,88,167.6,14.25,9.8,3
no,25,99,313.6,26.66,9.3,2
no,0,111,165.3,14.05,5.2,1
no,38,94,245.6,20.88,9.2,3
no,41,110,172.7,14.68,10.1,0
no,0,110,240.0,20.4,11.1,0
no,6,125,157.9,13.42,10.1,1
no,0,106,199.0,16.92,12.3,3
no,0,74,233.8,19.87,12.6,2
no,0,131,175.7,14.93,10.0,3
no,30,104,257.1,21.85,11.0,1
no,0,76,212.4,18.05,12.0,2
yes,0,113,179.7,15.27,10.7,1
no,0,122,22.3,1.9,11.1,0
no,0,125,279.4,23.75,13.4,1
yes,0,112,155.7,13.23,8.3,2
yes,0,76,306.0,26.01,13.6,1
no,40,106,161.7,13.74,12.5,1
no,33,127,185.1,15.73,11.0,2
yes,0,65,138.6,11.78,10.2,2
no,0,91,236.5,20.1,9.5,0
no,0,48,219.8,18.68,10.7,3
no,0,111,241.6,20.54,4.4,1
no,0,120,230.3,19.58,8.6,1
no,0,112,282.8,24.04,7.4,1
yes,0,102,326.1,27.72,10.1,1
no,0,131,261.3,22.21,6.8,0
no,0,95,211.2,17.95,11.1,0
no,0,93,234.1,19.9,6.9,3
no,0,103,193.4,16.44,13.4,0
no,0,81,189.7,16.12,9.8,2
no,0,108,230.9,19.63,13.2,0
no,0,65,224.6,19.09,9.9,2
no,0,95,125.2,10.64,8.0,1
no,22,103,207.2,17.61,11.4,2
yes,0,56,157.6,13.4,12.4,1
no,0,118,115.3,9.8,10.4,0
no,0,57,110.7,9.41,12.8,1
no,0,95,228.3,19.41,7.6,3
no,0,99,267.6,22.75,7.1,1
no,0,132,164.4,13.97,0.0,1
no,0,114,235.9,20.05,11.3,4
no,0,86,176.5,15.0,13.8,1
no,0,92,159.6,13.57,7.0,0
no,0,104,205.5,17.47,9.6,2
no,0,112,131.7,11.19,8.8,1
yes,0,110,171.9,14.61,7.3,0
no,12,100,187.5,15.94,15.1,1
no,0,126,212.7,18.08,7.9,1
yes,0,119,167.3,14.22,6.1,5
no,0,82,260.3,22.13,13.3,2
no,0,96,193.7,16.46,7.7,2
no,32,86,170.6,14.5,11.3,1
no,0,107,256.9,21.84,10.5,2
no,0,90,186.4,15.84,9.3,1
yes,0,95,210.8,17.92,9.5,5
no,25,64,134.6,11.44,11.7,3
no,25,105,272.3,23.15,11.7,2
no,0,111,303.5,25.8,10.3,0
no,21,95,189.9,16.14,11.7,0
no,0,83,157.8,13.41,11.0,3
no,0,95,168.3,14.31,9.1,1
yes,0,92,235.8,20.04,13.8,1
no,0,81,158.4,13.46,11.0,2
no,0,91,240.8,20.47,9.5,2
no,31,88,139.0,11.82,5.7,3
no,0,102,273.1,23.21,9.0,3
no,46,109,270.0,22.95,10.4,1
no,21,117,262.8,22.34,10.9,0
no,0,113,163.3,13.88,7.8,1
no,0,133,166.8,14.18,6.8,1
no,25,95,241.9,20.56,5.6,4
yes,0,100,279.6,23.77,13.5,1
no,27,104,320.6,27.25,9.7,1
no,0,83,194.0,16.49,13.5,4
yes,0,86,234.6,19.94,14.8,3
no,0,114,138.1,11.74,8.9,3
no,20,113,253.8,21.57,9.4,1
no,0,111,216.8,18.43,8.5,1
no,0,100,148.9,12.66,11.9,3
no,18,90,152.5,12.96,12.7,1
no,0,119,239.7,20.37,12.6,2
no,0,97,204.4,17.37,11.3,2
yes,36,147,199.7,16.97,15.4,2
no,0,58,229.4,19.5,13.2,1
no,0,104,138.8,11.8,5.4,1
yes,0,112,252.2,21.44,10.9,1
no,0,95,175.9,14.95,7.5,1
no,0,124,204.0,17.34,15.1,1
no,0,72,202.7,17.23,7.7,1
no,40,90,213.2,18.12,14.0,2
no,24,87,251.7,21.39,7.9,0
no,0,102,248.1,21.09,10.6,1
no,0,98,188.1,15.99,12.0,2
yes,0,75,188.6,16.03,9.5,5
no,0,80,230.2,19.57,9.4,3
no,0,53,104.6,8.89,10.7,3
no,0,147,219.9,18.69,7.0,0
no,30,103,220.9,18.78,8.2,0
no,0,89,238.8,20.3,6.6,0
no,0,93,236.1,20.07,12.6,2
no,15,81,286.1,24.32,7.1,1
no,18,57,190.2,16.17,11.8,3
no,0,130,219.2,18.63,12.6,1
no,0,94,229.1,19.47,13.6,1
yes,0,74,164.7,14.0,12.1,4
no,0,109,157.0,13.35,13.6,3
no,0,112,199.8,16.98,10.3,2
yes,0,86,271.3,23.06,11.2,3
yes,0,102,212.6,18.07,12.6,5
no,29,102,212.8,18.09,10.5,1
no,0,110,170.6,14.5,7.6,2
no,0,88,209.7,17.82,10.5,4
no,28,117,156.0,13.26,8.7,0
yes,0,89,196.0,16.66,13.1,1
no,0,75,237.8,20.21,13.9,1
no,0,113,200.7,17.06,11.6,4
no,0,107,142.2,12.09,14.9,0
no,38,93,189.8,16.13,6.0,1
no,0,124,143.4,12.19,9.5,3
no,0,101,144.1,12.25,11.1,0
no,0,77,288.9,24.56,10.4,3
no,0,68,205.6,17.48,13.6,2
no,26,68,115.0,9.78,9.4,5
no,0,86,169.3,14.39,11.7,1
no,0,105,246.6,20.96,12.1,2
no,34,143,185.3,15.75,10.9,0
no,0,103,179.2,15.23,6.3,1
no,0,85,176.3,14.99,13.3,1
no,0,114,145.7,12.38,4.5,0
no,0,90,254.4,21.62,14.8,2
no,27,141,201.3,17.11,7.1,3
no,45,142,239.4,20.35,8.7,0
no,49,122,168.6,14.33,7.8,1
yes,0,81,209.1,17.77,11.3,2
no,0,117,264.1,22.45,8.1,0
no,0,97,136.4,11.59,9.1,2
no,36,93,241.7,20.54,11.3,1
no,0,92,185.6,15.78,6.2,2
no,35,143,148.2,12.6,3.9,0
no,0,92,260.1,22.11,8.6,2
no,30,99,207.6,17.65,4.6,1
no,0,82,169.6,14.42,11.7,0
no,31,87,183.4,15.59,14.3,1
no,0,102,297.2,25.26,8.8,3
no,0,110,263.7,22.41,12.2,1
no,0,99,227.7,19.35,9.0,1
yes,0,113,210.8,17.92,11.9,2
no,0,105,272.4,23.15,11.5,1
no,0,80,219.1,18.62,10.3,0
no,46,85,136.0,11.56,11.9,1
no,0,114,104.5,8.88,9.0,2
no,0,61,118.1,10.04,11.8,1
no,0,91,125.1,10.63,12.0,0
yes,0,83,167.1,14.2,10.4,1
yes,30,123,126.4,10.74,9.0,5
no,0,113,182.2,15.49,13.0,1
yes,0,119,134.5,11.43,9.0,2
no,0,116,135.4,11.51,9.9,1
no,0,148,237.7,20.2,12.6,3
yes,0,106,188.7,16.04,8.3,4
yes,0,84,203.0,17.26,6.7,2
no,0,124,189.6,16.12,12.1,1
no,0,92,191.7,16.29,12.4,2
no,0,103,189.3,16.09,13.6,1
no,0,112,262.9,22.35,11.6,1
no,0,99,135.1,11.48,9.5,1
no,0,84,317.7,27.0,13.3,1
no,0,62,235.2,19.99,15.6,2
no,19,98,271.4,23.07,10.1,0
no,27,97,212.5,18.06,11.6,1
no,28,89,158.4,13.46,8.0,2
no,0,99,160.0,13.6,9.5,1
no,17,94,156.1,13.27,13.6,2
no,0,119,195.5,16.62,7.8,1
no,36,105,246.2,20.93,11.1,1
no,49,78,219.5,18.66,12.0,3
no,0,124,168.1,14.29,9.8,1
no,0,113,128.9,10.96,10.4,0
no,0,73,206.8,17.58,9.4,2
no,0,101,182.0,15.47,9.5,0
no,0,89,147.0,12.5,5.6,0
no,0,121,222.1,18.88,10.9,1
no,0,99,216.1,18.37,12.4,1
yes,0,80,124.4,10.57,8.1,6
no,26,116,223.9,19.03,13.8,1
yes,0,88,306.2,26.03,7.8,1
no,0,127,176.8,15.03,10.7,0
no,0,111,221.5,18.83,10.8,1
no,0,104,181.4,15.42,9.7,0
no,0,118,135.4,11.51,12.1,1
no,38,122,188.4,16.01,10.5,2
yes,0,121,189.4,16.1,11.1,6
no,31,121,240.6,20.45,7.0,3
no,0,122,262.5,22.31,8.4,0
no,0,116,177.3,15.07,14.2,1
no,0,73,156.2,13.28,7.5,3
no,0,84,216.8,18.43,9.0,2
yes,0,94,308.2,26.2,10.1,1
no,0,83,181.1,15.39,8.6,3
yes,0,83,172.1,14.63,5.8,2
no,0,113,260.2,22.12,10.9,0
no,27,126,152.9,13.0,12.8,1
yes,0,119,158.4,13.46,8.6,2
yes,0,112,187.5,15.94,9.2,1
no,0,78,165.2,14.04,8.7,2
yes,0,93,175.6,14.93,10.4,1
no,0,115,183.9,15.63,5.9,3
no,36,106,210.2,17.87,4.3,2
no,0,106,126.1,10.72,10.2,3
no,26,98,191.7,16.29,11.3,0
no,0,92,281.7,23.94,10.5,3
no,0,141,211.5,17.98,10.5,3
no,39,137,236.7,20.12,9.9,1
yes,0,107,141.6,12.04,12.8,1
no,0,85,226.5,19.25,11.1,2
yes,32,118,227.0,19.3,15.1,3
no,0,117,204.5,17.38,8.7,2
no,0,117,223.5,19.0,9.0,1
no,27,112,234.3,19.92,5.5,0
no,0,108,204.4,17.37,10.7,3
no,0,151,209.3,17.79,11.1,2
no,34,64,229.3,19.49,10.4,0
no,34,123,203.3,17.28,10.7,2
yes,0,112,189.5,16.11,16.8,0
no,0,102,244.4,20.77,9.0,2
no,0,97,257.7,21.9,11.0,2
no,0,136,244.4,20.77,10.7,0
no,16,91,232.0,19.72,14.7,1
no,0,113,203.7,17.31,14.2,5
no,24,134,295.8,25.14,11.0,0
no,0,118,180.0,15.3,10.7,2
no,0,80,269.3,22.89,11.7,2
no,0,98,334.1,28.4,8.8,1
no,16,80,212.6,18.07,9.4,1
no,0,98,111.6,9.49,4.8,3
no,0,118,138.8,11.8,12.1,0
no,0,109,292.7,24.88,10.8,0
no,14,92,207.3,17.62,11.9,5
yes,0,97,224.8,19.11,13.6,1
no,23,103,229.7,19.52,9.0,1
no,0,87,172.1,14.63,12.1,4
no,0,126,198.6,16.88,8.3,1
no,0,57,179.1,15.22,6.6,1
no,0,102,290.4,24.68,0.0,3
no,0,128,250.1,21.26,10.8,3
yes,41,109,124.3,10.57,11.0,5
no,0,98,189.9,16.14,11.2,2
yes,0,122,270.3,22.98,6.1,4
no,0,95,178.5,15.17,8.5,2
no,34,111,229.7,19.52,11.8,3
no,0,94,176.4,14.99,11.1,3
no,27,125,147.3,12.52,7.8,1
no,0,78,171.6,14.59,5.3,0
no,0,106,210.6,17.9,12.4,0
no,0,60,125.1,10.63,8.9,1
no,0,95,191.2,16.25,9.4,2
no,39,74,210.2,17.87,11.2,2
no,0,105,126.7,10.77,4.7,1
no,0,84,162.8,13.84,8.7,2
no,0,50,231.5,19.68,5.5,1
no,0,103,188.4,16.01,9.1,1
no,0,86,184.2,15.66,10.9,0
yes,0,88,196.0,16.66,12.0,1
no,0,60,296.5,25.2,12.4,1
yes,0,71,296.4,25.19,10.3,0
no,0,98,249.5,21.21,12.7,3
no,0,107,185.0,15.73,9.1,3
no,0,103,270.6,23.0,11.2,0
yes,0,114,209.9,17.84,13.7,5
no,0,70,221.4,18.82,10.4,0
no,0,85,181.5,15.43,14.7,1
no,0,122,242.9,20.65,13.9,1
no,0,109,303.0,25.76,14.1,0
no,0,102,176.0,14.96,10.4,0
no,0,81,199.7,16.97,10.0,1
no,0,108,129.6,11.02,9.6,4
no,20,100,118.1,10.04,13.3,1
yes,0,100,266.2,22.63,5.9,3
no,27,142,262.8,22.34,11.1,1
no,0,126,189.4,16.1,8.4,1
no,0,71,84.0,7.14,5.8,1
no,0,107,204.7,17.4,15.0,3
no,0,72,168.0,14.28,6.3,2
no,0,109,199.4,16.95,9.9,3
no,0,83,243.2,20.67,7.1,3
no,41,80,286.1,24.32,10.4,1
no,0,91,103.7,8.81,8.6,2
no,0,130,150.7,12.81,13.0,0
no,0,85,169.8,14.43,10.5,3
no,30,87,145.2,12.34,14.9,2
yes,24,100,108.3,9.21,12.3,5
no,0,106,230.3,19.58,12.7,1
no,0,101,109.2,9.28,9.3,0
no,0,60,173.8,14.77,10.9,1
no,0,56,197.7,16.8,11.2,2
no,0,98,259.5,22.06,10.3,2
no,0,70,221.6,18.84,15.2,1
no,0,82,238.3,20.26,11.4,0
no,40,80,223.1,18.96,12.1,1
no,21,132,218.2,18.55,15.7,2
no,0,100,174.1,14.8,9.0,2
no,22,115,171.2,14.55,6.0,0
no,0,105,184.1,15.65,12.7,0
no,0,102,261.8,22.25,10.5,1
no,23,91,156.3,13.29,15.3,1
no,0,73,170.4,14.48,7.2,1
yes,0,73,127.8,10.86,9.3,1
no,0,92,147.1,12.5,16.5,4
no,0,86,237.6,20.2,5.3,1
no,0,99,123.8,10.52,6.9,2
no,0,114,182.0,15.47,8.5,4
yes,0,110,213.3,18.13,8.9,4
no,0,104,204.9,17.42,14.0,0
no,42,96,159.1,13.52,10.6,2
no,0,81,159.2,13.53,9.7,2
no,0,78,222.7,18.93,9.0,0
no,0,124,226.6,19.26,6.9,0
no,0,122,178.9,15.21,9.8,0
no,0,100,196.0,16.66,9.9,0
yes,0,115,258.0,21.93,10.2,1
no,0,105,198.6,16.88,7.7,0
no,0,80,214.7,18.25,10.2,2
no,0,105,206.4,17.54,9.6,3
no,0,129,190.3,16.18,12.0,1
no,0,83,144.2,12.26,16.3,4
no,0,94,193.1,16.41,12.4,0
no,0,96,160.0,13.6,13.7,3
yes,0,82,260.3,22.13,10.5,3
no,0,80,173.4,14.74,11.0,2
no,25,106,205.5,17.47,8.0,1
no,15,83,192.2,16.34,11.9,0
no,0,109,254.6,21.64,8.5,0
no,20,102,217.6,18.5,11.2,0
no,0,100,182.8,15.54,7.8,2
no,0,120,290.2,24.67,8.1,0
no,0,88,177.1,15.05,12.4,2
no,0,122,303.2,25.77,14.0,2
no,0,75,201.2,17.1,9.6,1
no,0,77,302.0,25.67,15.6,0
no,23,95,224.3,19.07,9.7,1
no,0,73,228.0,19.38,14.1,2
no,0,104,286.0,24.31,12.4,0
no,0,51,240.1,20.41,12.2,1
no,0,52,242.0,20.57,11.7,0
no,38,92,169.6,14.42,11.9,4
no,0,105,139.7,11.87,11.5,2
no,0,93,246.0,20.91,11.4,1
no,31,92,233.8,19.87,10.4,0
no,0,102,153.2,13.02,8.2,1
no,0,123,144.4,12.27,5.7,1
no,19,108,93.6,7.96,14.9,2
no,0,98,247.2,21.01,11.7,3
no,17,68,153.9,13.08,10.6,1
no,0,98,193.3,16.43,15.0,1
no,0,90,223.8,19.02,12.2,1
no,0,138,154.4,13.12,13.7,3
no,0,92,214.9,18.27,13.7,0
no,31,124,313.4,26.64,11.8,3
no,37,80,101.9,8.66,5.1,0
no,0,112,226.5,19.25,7.9,1
yes,33,109,148.7,12.64,11.2,1
no,39,108,167.6,14.25,15.6,1
no,26,94,206.0,17.51,6.6,2
no,0,95,192.6,16.37,9.2,2
no,28,109,173.3,14.73,10.4,3
no,0,141,216.5,18.4,11.5,1
no,38,108,58.3,4.96,9.7,3
no,6,105,244.9,20.82,6.8,4
no,26,80,232.6,19.77,12.0,1
no,0,115,245.0,20.83,8.1,2
yes,39,58,235.5,20.02,7.8,1
no,0,90,204.3,17.37,9.8,2
no,0,135,278.0,23.63,12.7,0
no,0,69,171.0,14.54,10.1,3
no,0,77,272.5,23.16,9.7,4
no,0,97,211.5,17.98,12.2,0
no,0,107,252.6,21.47,9.1,3
no,36,109,318.6,27.08,9.8,0
no,0,83,202.0,17.17,10.0,3
no,25,133,181.1,15.39,12.5,2
no,0,96,184.0,15.64,8.8,2
no,0,95,109.7,9.32,10.4,0
no,0,84,161.9,13.76,6.1,1
no,0,115,232.5,19.76,10.2,2
no,0,85,200.3,17.03,12.0,2
yes,0,141,264.1,22.45,7.2,0
no,0,127,155.2,13.19,8.6,2
no,0,125,284.2,24.16,12.5,0
no,45,113,233.7,19.86,14.0,1
no,0,110,179.1,15.22,6.5,1
no,18,89,130.7,11.11,11.2,2
no,0,66,165.4,14.06,13.3,1
no,0,84,152.6,12.97,3.7,3
no,0,84,221.3,18.81,7.8,2
no,35,94,153.3,13.03,3.8,0
no,0,106,164.2,13.96,11.4,2
no,0,79,208.3,17.71,16.1,4
no,0,78,172.4,14.65,11.7,2
no,28,59,269.5,22.91,8.9,0
no,0,109,331.3,28.16,11.8,3
no,42,109,192.9,16.4,10.8,3
yes,0,97,177.3,15.07,13.3,0
no,27,88,225.4,19.16,13.0,3
no,0,103,124.2,10.56,11.5,0
no,0,58,208.7,17.74,11.9,0
no,26,84,250.4,21.28,8.3,2
no,0,109,199.4,16.95,13.9,0
yes,32,95,198.6,16.88,10.4,6
yes,0,121,271.2,23.05,17.2,0
no,25,97,189.7,16.12,12.0,1
no,0,115,83.4,7.09,11.9,1
no,0,142,224.0,19.04,7.4,0
no,27,105,223.3,18.98,8.9,1
no,29,114,183.3,15.58,10.0,0
no,0,90,240.1,20.41,10.8,3
no,0,126,200.7,17.06,8.1,0
no,0,101,226.2,19.23,13.6,0
no,42,67,126.3,10.74,7.4,2
no,0,114,101.0,8.59,13.2,1
no,0,70,233.5,19.85,8.1,1
yes,0,77,267.3,22.72,5.3,3
no,0,107,246.0,20.91,10.5,0
no,0,105,131.6,11.19,10.4,3
no,22,107,238.0,20.23,10.4,1
no,0,94,146.4,12.44,8.3,1
yes,0,86,165.4,14.06,13.4,4
no,0,138,233.9,19.88,13.0,1
no,10,79,91.0,7.74,10.0,2
no,37,94,220.9,18.78,11.9,0
no,0,101,268.4,22.81,10.2,3
no,21,110,136.2,11.58,9.7,3
no,21,128,231.7,19.69,10.6,2
no,26,142,273.4,23.24,14.8,0
no,0,144,294.8,25.06,11.7,2
no,0,113,141.8,12.05,12.6,0
no,29,107,221.3,18.81,13.8,1
no,0,132,193.7,16.46,5.9,1
no,0,96,223.9,19.03,6.8,0
no,20,91,128.8,10.95,12.7,1
no,0,77,233.6,19.86,6.3,2
no,0,90,171.6,14.59,11.3,1
no,0,69,184.2,15.66,0.4,1
no,22,142,229.3,19.49,11.3,1
no,0,82,213.6,18.16,7.5,1
no,0,124,280.3,23.83,10.4,1
no,0,122,179.2,15.23,11.1,0
no,0,91,175.1,14.88,8.9,0
no,0,106,145.8,12.39,7.9,0
no,23,106,199.8,16.98,10.1,4
no,39,104,216.6,18.41,11.4,0
yes,0,143,189.8,16.13,10.9,2
no,0,85,224.0,19.04,12.5,1
no,0,111,166.9,14.19,9.7,1
no,0,102,216.3,18.39,12.4,1
no,0,105,148.7,12.64,19.3,1
no,21,97,167.7,14.25,14.6,2
no,0,105,249.4,21.2,10.8,2
yes,38,84,214.9,18.27,8.0,1
no,43,94,213.2,18.12,8.5,2
no,0,98,188.9,16.06,6.5,1
no,0,105,108.2,9.2,12.1,2
no,14,113,187.0,15.9,10.2,1
no,0,103,109.5,9.31,11.6,1
no,0,77,176.3,14.99,7.5,0
yes,0,99,188.8,16.05,19.2,3
no,21,120,238.4,20.26,11.0,4
no,35,86,258.1,21.94,13.1,5
no,28,88,194.8,16.56,10.5,0
no,20,109,298.4,25.36,12.3,4
no,0,97,174.6,14.84,9.3,3
no,0,81,147.3,12.52,6.9,0
no,20,112,145.3,12.35,10.9,3
no,0,113,162.0,13.77,11.9,1
no,19,75,238.4,20.26,11.3,3
no,0,78,238.5,20.27,11.0,2
no,0,98,217.6,18.5,7.7,0
no,0,125,210.6,17.9,9.4,4
no,0,108,177.1,15.05,9.5,3
yes,0,90,286.3,24.34,9.9,2
yes,0,94,157.5,13.39,10.6,0
no,24,73,133.1,11.31,10.9,0
no,0,103,190.8,16.22,7.1,0
no,12,119,237.6,20.2,7.8,0
no,41,113,149.8,12.73,11.5,2
no,0,80,221.4,18.82,14.2,2
no,20,105,195.0,16.58,11.6,1
no,0,93,206.4,17.54,11.1,1
no,41,95,229.3,19.49,11.6,2
no,0,107,187.1,15.9,10.3,2
no,22,104,203.1,17.26,7.4,0
no,0,70,152.7,12.98,11.6,1
no,15,79,173.5,14.75,14.6,1
no,0,120,202.4,17.2,15.3,1
no,23,57,233.4,19.84,9.1,1
no,0,53,187.5,15.94,9.8,1
no,0,69,251.3,21.36,10.4,1
no,0,94,152.8,12.99,11.1,1
yes,0,80,145.4,12.36,14.9,3
no,0,90,344.0,29.24,5.5,0
no,0,80,239.8,20.38,8.5,0
no,0,138,212.4,18.05,12.4,2
no,17,89,202.9,17.25,9.5,1
no,0,104,199.0,16.92,12.3,1
no,0,77,261.0,22.19,10.2,0
yes,0,134,216.6,18.41,10.6,4
no,33,133,223.9,19.03,11.2,3
no,0,110,274.3,23.32,11.0,1
no,0,89,146.1,12.42,8.4,1
yes,0,108,246.3,20.94,10.3,3
no,0,90,286.8,24.38,14.8,0
no,0,120,123.5,10.5,11.9,1
no,0,71,262.3,22.3,13.9,0
no,35,88,222.5,18.91,11.1,1
no,0,81,146.9,12.49,9.0,1
no,31,98,215.7,18.33,5.1,2
yes,0,64,208.7,17.74,7.6,5
no,0,82,169.4,14.4,12.7,0
no,22,144,157.2,13.36,11.1,2
no,32,97,279.0,23.72,8.4,2
no,23,63,168.0,14.28,8.7,1
no,16,56,246.6,20.96,12.1,0
no,0,100,200.5,17.04,10.9,1
no,0,101,253.6,21.56,7.5,0
no,0,97,153.5,13.05,9.0,1
yes,0,72,206.2,17.53,7.6,5
no,0,74,179.9,15.29,10.9,1
no,0,121,164.1,13.95,11.7,2
yes,0,94,196.6,16.71,9.9,4
yes,0,113,188.8,16.05,12.4,1
no,0,72,197.7,16.8,11.9,2
no,0,99,37.8,3.21,13.8,1
no,0,102,199.6,16.97,7.8,1
yes,0,122,169.9,14.44,12.9,3
no,0,117,163.2,13.87,14.2,1
yes,0,95,206.8,17.58,11.9,1
no,0,96,132.0,11.22,10.7,0
no,24,108,208.8,17.75,11.7,2
no,0,100,41.7,3.54,9.7,2
no,0,112,166.2,14.13,9.2,1
no,0,80,203.9,17.33,8.1,1
no,19,88,235.2,19.99,10.1,0
no,0,111,168.1,14.29,4.2,1
no,28,98,246.2,20.93,7.5,1
yes,0,91,243.7,20.71,10.1,1
no,23,91,218.3,18.56,12.3,1
no,32,75,206.9,17.59,12.1,1
no,0,110,212.9,18.1,11.8,0
no,0,92,191.0,16.24,7.7,1
no,0,119,198.1,16.84,11.6,3
no,0,81,214.9,18.27,11.1,3
no,0,88,174.2,14.81,10.6,1
no,0,109,196.1,16.67,10.2,2
no,0,101,144.1,12.25,11.4,2
no,0,107,181.9,15.46,11.7,1
no,0,92,182.4,15.5,9.8,4
no,0,74,144.6,12.29,10.2,1
no,0,114,76.8,6.53,10.9,3
no,0,85,191.3,16.26,10.9,1
yes,35,95,140.7,11.96,5.4,5
no,0,124,237.5,20.19,11.0,2
no,0,101,257.5,21.89,7.8,2
yes,0,101,315.1,26.78,13.9,3
no,0,138,173.0,14.71,9.2,1
yes,0,105,174.1,14.8,11.7,5
no,0,113,223.5,19.0,8.1,2
no,24,121,183.9,15.63,13.5,3
yes,0,96,294.5,25.03,10.2,1
no,41,127,152.0,12.92,8.1,3
no,0,94,144.3,12.27,8.8,2
yes,0,81,246.1,20.92,12.8,0
no,0,128,112.8,9.59,12.2,1
no,0,109,207.3,17.62,10.4,1
no,0,109,218.7,18.59,11.6,2
no,0,115,268.8,22.85,12.8,3
no,0,59,199.1,16.92,6.5,2
no,26,80,253.0,21.51,10.3,2
no,0,128,173.0,14.71,14.2,2
no,0,85,203.3,17.28,16.2,0
no,0,97,227.9,19.37,9.1,3
no,0,94,187.5,15.94,10.3,2
yes,0,80,220.7,18.76,16.8,2
no,0,127,165.3,14.05,10.6,3
no,19,57,245.3,20.85,10.3,1
no,21,104,194.7,16.55,9.6,0
no,33,112,225.3,19.15,8.6,1
no,0,96,180.1,15.31,14.0,0
yes,0,80,144.2,12.26,12.0,3
no,0,34,243.0,20.66,12.2,1
no,31,117,238.7,20.29,14.0,1
no,0,93,285.9,24.3,10.0,3
yes,0,126,212.5,18.06,6.4,4
no,0,103,159.8,13.58,12.9,1
no,0,86,160.3,13.63,9.6,1
no,0,86,157.0,13.35,14.2,2
no,0,92,180.4,15.33,7.2,2
no,0,108,146.7,12.47,9.5,2
no,47,117,137.4,11.68,9.2,1
no,0,84,229.5,19.51,11.9,0
yes,34,79,226.1,19.22,11.4,2
no,18,86,186.1,15.82,11.9,0
no,0,112,132.9,11.3,14.6,1
no,0,91,185.1,15.73,10.5,1
no,0,116,150.2,12.77,8.1,2
no,24,108,251.4,21.37,6.4,0
no,0,105,249.9,21.24,9.3,2
no,0,102,251.6,21.39,13.3,2
no,0,91,142.5,12.11,10.1,3
no,0,127,157.2,13.36,10.7,1
no,0,76,161.0,13.69,9.0,0
no,0,103,209.6,17.82,11.8,1
